#Name	RON	PubChem	>= 1 O	>= 1 any ring size 3	>= 1 any ring size 5	>= 1 any ring size 6	>= 1 any ring size 7	>= 1 any ring size 8	>= 1 aromatic ring	>= 1 hetero-aromatic ring	>= 1 saturated or aromatic carbon-only ring size 3	>= 1 saturated or aromatic carbon-only ring size 5	>= 1 saturated or aromatic carbon-only ring size 6	>= 1 saturated or aromatic carbon-only ring size 7	>= 1 saturated or aromatic carbon-only ring size 8	>= 1 saturated or aromatic heteroatom-containing ring size 5	>= 16 H	>= 2 O	>= 4 C	>= 8 C	>= 8 H	Auto-Ignition	Boiling Point	C(-C)(-C)(=C)	C(-C)(-C)(=O)	C(-C)(-H)(=C)	C(-C)(-H)(=O)	C(-C)(-O)(=O)	C(-C)(=C)	C(-C)(=O)	C(-H)(=C)	C(-H)(=O)	C(-O)(=O)	C(:C)(:C)	C(~C)(:C)	C(~C)(:C)(:C)	C(~C)(~C)	C(~C)(~C)(~C)	C(~C)(~C)(~C)(~C)	C(~C)(~C)(~C)(~H)	C(~C)(~C)(~C)(~O)	C(~C)(~C)(~H)(~O)	C(~C)(~C)(~O)	C(~C)(~H)(~O)	C(~C)(~O)	C(~H)(:C)	C(~H)(:C)(:C)	C(~H)(~H)(~H)	C(~H)(~O)	C(~O)(:C)	C(~O)(:C)(:C)	C(~O)(~O)	C-C(C)(C)-C-C	C-C(C)-C(C)-C	C-C(C)-C-C	C-C(C)-C-C-C	C-C-C(C)-C-C	C-C-C-C-C	C-C-C-C-C-C	C-C-C-C-C-C(C)-C	C-C-C-C-C-C-C	C-C-C-C-C-C-C-C	C-C-C-C:C	C-C-C-O-[#1]	C-C-C:C-C	C-C-C=C	C-C-C=C-C	C-C-O-C-C	C-C-O-C:C	C-C:C-C-C	C-C:C-C:C	C-C:C-O-C	C-C:C:C-C	C-C=C-C	C-C=C-C-C	C-C=C-C:C	C-C=C-C=C	C-O	C-O-C-C:C	C-O-C-C=C	C-O-C:C-C	C-O-C=C	C:C-C-C	C:C-C-C-C	C:C-C-C:C	C:C-C:C	C:C-C=C	C:C-C=C-C	C:C-O-C	C:C-O-C-C	C=C	C=C-C-C	C=C-C-C-C	C=C-C-O-C	C=C-C-O-[#1]	C=C-C:C	C=C-C=C	C=O	CC1C(C)CCC1	CC1C(C)CCCC1	CC1CC(C)CC1	CC1CC(C)CCC1	CC1CCC(C)CC1	Cc1c(C)cccc1	Cc1ccc(C)cc1	Complexity	Defined Bond Stereocenter Count	Density	Exact Mass	Flash Point	Heavy Atom Count	Hydrogen Bond Acceptor Count	Hydrogen Bond Donor Count	LogP	Melting Point	Molecular Weight	Monoisotopic Mass	O(:C)(:C)	O(~C)(~C)	O(~C)(~H)	O-C-C-C-C	O-C-C-C-C-C	O-C-C-C-C-C-C	O-C-C-C:C	O-C-C-C=C	O-C-C:C	O-C-C:C-C	O-C-C=C	O-C-C=C-C	O-C:C-C	O-C:C-C-C	O-C:C-[#1]	O-C:C:C-C	O-C=C-C	O-H	O=C-C-C	O=C-C-C-C	O=C-C-C-C-C	O=C-C-C:C	O=C-C:C	O=C-C:C-C	O=C-C=C	O=C-C=C-C	O=C-C=C-[#1]	PubChem	Rotatable Bond Count	Topological Polar Surface Area	Undefined Atom Stereocenter Count	Undefined Bond Stereocenter Count	Vapor Density	Vapor Pressure	XLogP3	XLogP3-AA	[#1]-C-C=C-[#1]	[#1]-C-O-[#1]	[#1]-C=C-[#1]
3-Ethylheptane	84	51806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	423.93991	109.44548	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0.72389	128.1565	-7.84796	9	0	0	2.55855	-130.60615	128.2551	128.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51806	5	0	0	0	2.63567	2421.9062	2.57416	4.8	0	0	0
"2,2-Dimethyl-3-Hexene"	106	69649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	454.48418	100.32981	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5	0	1.38596	112.1252	13.34117	8	0	0	2.35413	-103.84948	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69649	2	0	0	1	2.55135	1523.96354	2.59146	3.4	1	0	1
2-Methyl-3-Heptene	94.6	69655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	543.87231	38.35779	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.66614	112.1252	-39.54871	8	0	0	2.61262	-100.4422	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69655	3	0	0	1	2.44223	1738.05202	3.48847	3.4	1	0	1
5-Methyl-1-Hexene	75.5	77058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	506.34663	138.40704	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0.81395	98.10955	64.09511	7	0	0	1.86065	-93.55656	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77058	3	0	0	0	2.63065	11.66582	2.33456	3.2	1	0	1
Isobutylcyclopentane	33.4	77414	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	458.34024	54.43613	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	0.7303	126.14085	-15.19275	9	0	0	2.27903	-117.26322	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77414	2	0	0	0	2.75323	392.42021	3.09977	4.3	0	0	0
2-Ethyl-3-Methyl-1-Butene	97	81818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	415.76343	66.96909	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.68353	98.10955	-20.05508	7	0	0	2.37058	-123.78854	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81818	2	0	0	0	2.43499	2878.6377	3.3	3.7999	1	0	0
"2,3-Dimethyl-1-Hexene"	96.3	86061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	407.17287	140.10985	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	72.1	0	0.76557	112.1252	15.07055	8	0	0	3.00858	-99.82909	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86061	3	0	1	0	3.19585	81.77254	2.78252	3.9	1	0	0
"1,2,4-Trimethylcyclohexane"	72.9	91517	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	479.70687	51.42534	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	86	0	0.73896	126.14085	-10.5446	9	0	0	1.4244	-129.58099	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91517	0	0	3	0	2.73167	397.8083	2.42423	4	0	0	0
1-Methyl-2-propylcyclohexane	29.9	107252	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	537.22241	43.51372	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	86	0	0.67655	140.1565	20.41112	10	0	0	2.1669	-130.02075	140.2658	140.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107252	2	0	2	0	2.35731	590.28315	2.03188	4.8	0	0	0
1-Methyl-2-ethylcyclopentane	57.6	136729	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	530.56079	142.64895	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	66.4	0	0.86734	112.1252	73.92594	8	0	0	2.05069	-57.09564	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136729	1	0	2	0	2.36314	9.59757	1.99264	3.8	0	0	0
"4,4-Diethyl-1-Heptene"	79.8	137136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	542.77623	71.38603	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	70.1	0	0.81433	112.1252	7.73637	8	0	0	2.66887	-117.18019	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137136	3	0	0	0	2.84877	6308.43787	2.13686	3.6	1	0	1
3-Methyl-3-Hexene	96.2	138074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	541.9588	127.94554	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.95216	98.10955	72.42167	7	0	0	1.40624	-48.73174	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138074	2	0	0	1	2.36797	18.98463	1.38101	3.2	1	0	0
Ethylcycloheptane	28	139398	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	488.53134	47.62106	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.4	0	0.71849	126.14085	-13.17902	9	0	0	1.93868	-141.55039	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139398	1	0	0	0	1.80625	683.14507	2.58018	4.6	0	0	0
3-Ethyl-2-Methyl-1-Pentene	99.5	140591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	386.65113	166.35232	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	0.85129	112.1252	34.47897	8	0	0	3.16118	-124.74299	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140591	3	0	0	0	3.21643	52.11588	3.49903	3.9	1	0	0
3-Ethyl-2-Methyl-2-Pentene	95.6	140592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	571.93723	111.67457	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	0	0.88818	112.1252	34.15642	8	0	0	2.14435	-76.15665	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140592	2	0	0	0	3.50343	73.66423	1.54156	3.8	0	0	0
"3,3,4-Trimethylheptane"	86.4	140668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	454.48418	100.32981	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	1.38596	142.17215	13.34117	10	0	0	2.35413	-103.84948	142.28168	142.17215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140668	4	0	1	0	2.55135	1523.96354	2.61581	4.9	0	0	0
6-Methyl-3-Heptene	91.3	175694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	310.37965	145.2298	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.88649	112.1252	18.36459	8	0	0	2.42333	-125.68404	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175694	3	0	0	1	1.73155	92.27154	3.35759	3.3	1	0	1
"1,1,2,4-Tetramethylcyclopentane"	96.2	522010	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	416.6118	66.79976	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	103	0	0.68244	126.14085	-24.72343	9	0	0	2.32965	-124.78626	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522010	0	0	2	0	2.40258	3108.19326	2.68031	3.9	0	0	0
"4,4-Dimethyl-2-Pentene"	105.3	5326158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	381.84719	106.71492	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	62.6	1	0.7454	98.10955	-8.12597	7	0	0	2.11349	-101.29858	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5326158	1	0	0	0	2.37569	1733.49518	2.28686	3	1	0	1
6-Methyl-2-Heptene	71.3	5364870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	468.04447	87.96804	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	1	0.72489	112.1252	-12.60887	8	0	0	2.78751	-82.0122	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5364870	3	0	0	0	2.71193	541.96589	3.48551	3.4	1	0	1
